cliente_id,region,dispositivo,canal_adquisicion,segmento,edad,meses_antiguedad,visitas_mes,compras_mes,tiempo_app_min,gasto_marketing,satisfaccion,usa_cupon,abandono,ticket_promedio,ingreso_generado
NR101116,Bogotá,desktop,paid_search,nuevo,32.0,23,5,4,112.4,58.56,2.5,1,0,70274,463563
NR101117,Barranquilla,mobile,organico,nuevo,34.0,10,10,1,57.4,19.15,2.8,0,1,38219,140919
NR101118,Bogotá,mobile,organico,recurrente,37.0,8,7,1,50.4,16.21,3.1,0,0,124027,104651
NR101119,Bogotá,mobile,organico,nuevo,29.0,6,9,1,52.0,5.18,3.7,0,0,108559,202255
NR101120,Bucaramanga,mobile,social_ads,nuevo,36.0,3,3,0,32.7,13.12,3.3,0,0,121318,0
NR101121,Bucaramanga,tablet,organico,recurrente,33.0,15,5,2,57.1,10.41,1.0,0,0,152241,369398
NR101122,Barranquilla,desktop,paid_search,recurrente,33.0,9,16,2,94.9,69.08,3.9,0,0,103880,420318
NR101123,Barranquilla,mobile,email,recurrente,36.0,26,11,1,82.1,59.59,3.1,0,0,94043,157785
NR101124,Cali,desktop,social_ads,nuevo,22.0,42,8,3,32.0,51.83,4.5,1,0,25000,239170
NR101125,Medellín,tablet,paid_search,recurrente,34.0,6,6,0,50.6,137.49,2.4,0,0,218517,123460
NR101126,Bogotá,mobile,paid_search,recurrente,35.0,4,11,4,104.5,47.97,5.0,0,0,158446,789858
NR101127,Medellín,tablet,paid_search,recurrente,35.0,37,5,2,61.1,164.83,2.4,0,1,177675,405514
NR101128,Medellín,mobile,organico,recurrente,32.0,16,7,2,63.0,28.3,3.0,0,0,168671,367001
NR101129,Bogotá,desktop,social_ads,nuevo,44.0,15,5,2,51.4,58.31,4.5,1,0,48770,116804
NR101130,Cali,mobile,paid_search,nuevo,31.0,18,6,1,83.2,98.45,5.0,0,1,82790,104754
NR101131,Medellín,mobile,email,nuevo,36.0,30,7,0,67.5,27.04,2.2,1,1,106222,46237
NR101132,Bogotá,mobile,email,nuevo,,29,8,0,55.6,33.32,5.0,1,1,106447,94812
NR101133,Bogotá,DESKTOP,social_ads,recurrente,33.0,22,4,1,65.0,59.22,1.3,0,0,167448,194561
NR101134,Cali,mobile,paid_search,premium,36.0,5,9,2,95.9,21.35,4.6,0,0,89567,290842
NR101135,Bogotá,mobile,organico,recurrente,33.0,2,6,1,29.8,3.98,4.8,0,0,114616,217178
NR101136,Barranquilla,mobile,email,recurrente,45.0,5,12,0,84.2,14.75,2.3,0,0,108078,42082
NR101137,Medellín,tablet,paid_search,nuevo,32.0,3,8,1,47.9,74.67,4.4,0,0,74554,65865
NR101138,Medellín,mobile,organico,recurrente,46.0,24,6,0,82.4,14.83,2.8,0,0,162411,101291
NR101139,Cali,mobile,organico,recurrente,33.0,8,9,2,54.6,12.53,2.8,1,0,125873,365046
NR101140,Barranquilla,mobile,organico,nuevo,26.0,22,5,0,50.2,20.14,2.0,1,1,127220,57595
NR101141,Medellín,mobile,email,nuevo,40.0,14,5,0,56.9,33.24,3.1,1,0,174390,180381
NR101142,Cali,desktop,organico,recurrente,31.0,8,4,0,6.8,1.98,3.3,0,0,108805,0
NR101143,Cali,desktop,social_ads,premium,40.0,7,12,5,57.3,173.17,3.3,0,0,197502,1003909
NR101144,Bogotá,mobile,paid_search,nuevo,18.0,8,7,3,66.0,33.68,4.8,0,0,44788,104307
NR101145,Barranquilla,mobile,social_ads,nuevo,34.0,4,5,0,87.8,50.09,2.7,0,0,49291,99898
NR101146,Barranquilla,desktop,email,recurrente,30.0,43,6,2,62.0,51.1,3.4,1,0,119003,370155
NR101147,Cali,mobile,email,nuevo,24.0,13,9,2,86.2,24.36,3.6,1,0,88286,348506
NR101148,Barranquilla,desktop,paid_search,premium,29.0,14,19,5,57.0,94.57,5.0,1,0,220283,1225033
NR101149,Barranquilla,desktop,organico,recurrente,29.0,14,8,1,84.9,23.1,4.4,0,0,129244,226468
NR101150,Cali,desktop,paid_search,premium,34.0,23,11,8,129.0,115.55,5.0,1,0,85044,893962
NR101151,Barranquilla,mobile,social_ads,recurrente,22.0,7,10,1,87.4,59.11,2.9,1,0,118530,281970
NR101152,Cali,mobile,social_ads,recurrente,37.0,31,9,0,64.7,16.13,3.5,1,1,98729,20638
NR101153,Cali,tablet,social_ads,recurrente,46.0,11,6,1,32.0,44.8,3.7,0,0,164007,255837
NR101154,Cali,mobile,organico,recurrente,37.0,11,7,1,46.7,8.12,3.3,1,1,107734,205485
NR101155,Barranquilla,mobile,social_ads,recurrente,41.0,34,9,1,49.7,112.77,4.1,0,1,96964,41612
NR101156,Bogotá,mobile,organico,nuevo,44.0,7,5,5,92.9,9.99,5.0,0,0,76875,476492
NR101157,Bucaramanga,desktop,email,recurrente,45.0,19,10,1,67.8,33.59,2.4,0,0,67227,102137
NR101158,Barranquilla,mobile,paid_search,recurrente,51.0,14,7,1,81.6,6.85,3.7,1,0,81039,205454
NR101159,Bogotá,mobile,social_ads,premium,30.0,8,17,3,121.1,98.69,4.4,1,0,232947,862520
NR101160,Barranquilla,mobile,organico,recurrente,28.0,21,7,2,108.0,17.31,3.2,0,0,166249,490905
NR101161,Bogotá,mobile,paid_search,recurrente,41.0,5,11,4,96.5,32.73,3.1,0,0,199959,868340
NR101162,Medellín,desktop,social_ads,nuevo,40.0,8,8,1,61.6,79.14,2.7,0,0,121964,241384
NR101163,Barranquilla,mobile,organico,recurrente,41.0,15,7,5,89.5,5.3,5.0,0,0,81381,682985
NR101164,Bogotá,mobile,email,recurrente,51.0,39,11,3,29.5,34.65,3.7,1,0,80609,343977
NR101165,Barranquilla,desktop,social_ads,premium,34.0,36,11,0,62.0,86.4,4.6,0,0,156680,184126
NR101166,Barranquilla,mobile,social_ads,premium,38.0,19,11,3,101.6,67.01,3.8,0,0,99494,434518
NR101167,Medellín,mobile,paid_search,nuevo,25.0,11,5,0,44.4,136.02,3.6,0,0,174092,0
NR101168,Bogotá,mobile,paid_search,premium,53.0,2,7,1,57.8,66.83,4.3,1,0,221653,303835
NR101169,Bogotá,mobile,social_ads,nuevo,31.0,26,10,0,60.2,28.03,,1,0,112505,152185
NR101170,Cali,mobile,paid_search,nuevo,31.0,28,10,0,101.7,67.76,3.4,0,0,105480,144319
NR101171,Bucaramanga,mobile,social_ads,recurrente,31.0,19,10,3,90.8,30.3,4.7,0,0,105665,427555
NR101172,Cali,mobile,paid_search,nuevo,28.0,12,13,1,79.0,71.35,2.4,1,0,131860,326251
NR101173,Bogotá,mobile,organico,recurrente,27.0,24,12,2,138.5,0.15,3.6,0,0,146095,481533
NR101174,Cali,mobile,organico,nuevo,29.0,14,8,1,37.5,6.51,3.8,0,0,78046,37474
NR101175,Medellín,mobile,organico,nuevo,22.0,12,4,1,38.5,10.99,4.0,0,1,117714,176846
NR101176,Barranquilla,mobile,paid_search,recurrente,27.0,3,6,5,60.1,39.75,4.6,0,0,100261,602217
NR101177,Bogotá,desktop,email,recurrente,52.0,24,9,1,52.6,22.44,3.9,0,0,115539,273338
NR101178,Barranquilla,mobile,email,premium,41.0,15,13,2,115.8,15.1,5.0,1,0,130670,477136
NR101179,Medellín,mobile,organico,recurrente,42.0,36,10,2,56.6,10.54,3.1,1,0,118609,309977
NR101180,Bucaramanga,mobile,referido,recurrente,45.0,9,6,2,66.5,18.07,4.7,0,0,25000,164562
NR101181,Medellín,mobile,paid_search,recurrente,51.0,7,9,1,79.9,32.1,3.4,0,0,146756,256252
NR101182,Cali,mobile,referido,nuevo,18.0,28,11,1,91.1,6.86,4.1,0,0,118858,267262
NR101183,Bucaramanga,mobile,social_ads,nuevo,23.0,32,6,2,51.4,24.68,2.3,0,0,60023,264490
NR101184,Bogotá,desktop,email,recurrente,27.0,14,9,2,87.8,18.45,4.0,0,0,66724,234750
NR101185,Bucaramanga,mobile,organico,recurrente,30.0,25,8,0,50.1,1.87,3.3,0,0,154106,61001
NR101186,Cali,tablet,organico,recurrente,31.0,11,9,1,69.7,14.34,3.1,0,0,193862,144807
NR101187,Bogotá,mobile,organico,recurrente,30.0,11,10,4,67.0,23.68,4.8,0,0,128415,727169
NR101188,Bogotá,mobile,social_ads,recurrente,36.0,19,5,0,21.8,119.37,3.4,0,0,179152,37793
NR101189,Cali,mobile,paid_search,nuevo,34.0,11,7,1,70.8,49.03,3.5,0,1,93127,120355
NR101190,Bogotá,mobile,email,nuevo,27.0,17,16,0,138.4,49.28,2.0,0,1,119528,232211
NR101191,Cali,mobile,paid_search,premium,18.0,15,14,4,96.3,77.51,3.6,0,0,135732,776512
NR101192,Medellín,desktop,email,recurrente,25.0,5,10,6,102.1,12.29,4.1,0,0,154629,975539
NR101193,Cali,mobile,organico,premium,29.0,17,12,3,104.7,2.17,3.5,0,0,171216,631092
NR101194,Bogotá,tablet,organico,nuevo,32.0,6,12,0,96.6,4.78,4.4,0,0,162295,163306
NR101195,Barranquilla,desktop,paid_search,premium,24.0,24,11,3,112.5,40.62,3.8,0,0,130654,481894
NR101196,Bucaramanga,mobile,paid_search,nuevo,30.0,29,7,1,75.1,61.49,,0,0,102791,172259
NR101197,Bucaramanga,mobile,paid_search,nuevo,24.0,12,9,1,65.9,67.92,2.4,0,1,112628,95859
NR101198,Barranquilla,mobile,email,premium,33.0,39,7,1,78.3,8.46,3.7,0,0,167249,280684
NR101199,Bogotá,mobile,organico,nuevo,24.0,32,5,1,65.6,11.38,4.0,1,0,124583,171290
NR101200,Barranquilla,mobile,paid_search,recurrente,26.0,17,11,1,74.9,57.37,2.5,0,1,157968,399625
NR101201,Bogotá,mobile,email,nuevo,22.0,12,10,3,105.1,23.8,2.7,1,0,75534,508973
NR101202,Bogotá,mobile,organico,recurrente,33.0,27,12,2,94.8,9.11,3.0,0,0,156931,385864
NR101203,Medellín,mobile,referido,premium,26.0,39,11,2,66.8,28.89,3.9,0,1,130803,218520
NR101204,Medellín,tablet,referido,nuevo,42.0,18,9,2,52.4,44.82,2.5,0,0,77176,143584
NR101205,Barranquilla,desktop,organico,recurrente,38.0,44,7,0,22.4,14.47,3.3,0,0,95297,12636
NR101206,Cali,tablet,paid_search,nuevo,33.0,10,7,1,42.7,208.72,4.6,0,0,109280,188856
NR101207,Medellín,mobile,paid_search,recurrente,27.0,22,8,4,85.3,73.38,3.7,0,0,143710,610038
NR101208,Bogotá,mobile,email,nuevo,37.0,14,7,1,85.9,25.9,3.0,0,0,104069,205329
NR101209,Bucaramanga,mobile,social_ads,nuevo,40.0,7,4,0,45.2,41.22,,0,0,113052,48435
NR101210,Medellín,mobile,social_ads,nuevo,35.0,10,6,0,60.7,113.74,2.2,0,0,136218,8319
NR101211,Medellín,mobile,email,nuevo,48.0,29,9,2,89.0,12.58,3.9,0,0,167630,554217
NR101212,Bogotá,DESKTOP,organico,premium,38.0,13,6,2,39.5,20.14,4.0,0,0,155280,393169
NR101213,,desktop,email,recurrente,42.0,9,10,3,75.5,12.72,5.0,1,0,82468,412331
NR101214,Cali,mobile,social_ads,nuevo,35.0,33,9,2,50.2,55.47,4.5,0,1,101471,408159
NR101215,Bogotá,mobile,social_ads,recurrente,40.0,28,12,4,90.0,65.05,2.0,1,0,74083,382969
NR101216,Bogotá,mobile,email,nuevo,27.0,11,6,0,60.0,13.26,3.4,1,0,191092,166791
NR101217,Cali,mobile,social_ads,recurrente,30.0,45,12,0,75.1,54.98,2.0,0,0,103514,228606
NR101218,Cali,mobile,organico,premium,37.0,13,13,4,82.5,13.1,5.0,0,0,116415,695663
NR101219,Bogotá,mobile,paid_search,recurrente,37.0,18,7,0,69.4,28.13,2.4,0,0,135148,142811
NR101220,Bucaramanga,mobile,paid_search,premium,39.0,15,15,7,130.8,28.78,5.0,1,0,146980,1128918
NR101221,Bogotá,tablet,organico,recurrente,44.0,7,6,0,63.6,30.51,4.2,0,0,142086,113197
NR101222,Medellín,mobile,referido,nuevo,21.0,13,9,0,67.2,28.56,1.7,1,0,121535,85931
NR101223,Bucaramanga,desktop,organico,recurrente,25.0,14,4,0,31.3,14.35,4.5,0,0,73402,62071
NR101224,Medellín,mobile,social_ads,recurrente,36.0,3,8,0,33.9,33.94,4.2,0,0,138782,127598
NR101225,Cali,mobile,paid_search,recurrente,27.0,17,10,7,117.6,69.37,3.1,0,0,104927,922835
NR101226,Medellín,mobile,organico,premium,64.0,26,7,5,96.7,9.4,5.0,0,0,145176,785705
NR101227,Bogotá,mobile,referido,recurrente,39.0,6,11,5,101.9,8.39,2.8,0,0,170397,911438
NR101228,Bucaramanga,mobile,email,premium,33.0,23,11,1,122.5,101.69,4.6,0,0,70574,193989
NR101229,Medellín,desktop,social_ads,recurrente,29.0,29,7,1,53.3,65.35,3.2,0,0,153473,228447
NR101230,Bucaramanga,desktop,organico,recurrente,30.0,0,8,1,74.2,11.63,2.1,0,0,165456,363490
NR101231,Bogotá,mobile,organico,recurrente,34.0,13,11,0,72.7,12.28,4.5,0,1,148466,96987
NR101232,Bogotá,mobile,paid_search,nuevo,35.0,44,4,1,53.1,27.48,4.6,0,0,183782,249474
NR101233,Bogotá,tablet,organico,premium,30.0,17,15,4,83.6,6.46,4.3,0,0,219809,1003750
NR101234,Cali,mobile,paid_search,recurrente,32.0,2,9,3,75.9,40.14,3.6,0,0,105060,416310
NR101235,Medellín,mobile,referido,nuevo,46.0,5,4,0,69.0,24.88,2.9,0,0,79649,147736
NR101236,Barranquilla,mobile,social_ads,nuevo,46.0,18,11,3,101.2,33.78,4.0,0,0,88260,345303
NR101237,Medellín,desktop,email,recurrente,36.0,22,8,1,85.4,22.74,3.7,0,0,130304,326907
NR101238,Bucaramanga,tablet,social_ads,nuevo,22.0,15,9,0,50.4,58.31,,0,1,81644,96331
NR101239,Bogotá,mobile,paid_search,nuevo,39.0,17,6,2,86.6,65.31,3.6,0,0,139114,379780
NR101240,Barranquilla,desktop,email,recurrente,48.0,15,9,1,45.7,20.93,4.5,0,1,62732,282698
NR101241,Barranquilla,desktop,paid_search,nuevo,46.0,9,6,2,61.9,199.08,1.9,1,1,59962,1043824
NR101242,Barranquilla,mobile,email,recurrente,41.0,15,11,2,59.8,40.04,4.1,1,0,115385,337893
NR101243,Barranquilla,mobile,paid_search,nuevo,47.0,4,6,0,93.2,121.9,3.4,1,0,73304,196679
NR101244,Barranquilla,mobile,organico,nuevo,34.0,11,7,0,61.0,4.79,3.5,1,0,86932,90779
NR101245,Cali,tablet,email,recurrente,40.0,21,7,0,78.2,47.17,4.7,1,0,69064,82791
NR101246,Bogotá,mobile,social_ads,recurrente,28.0,7,11,2,91.0,29.15,4.4,1,0,118964,362828
NR101247,Bogotá,desktop,email,nuevo,37.0,12,7,0,69.1,32.71,2.9,1,0,102015,119983
NR101248,Bucaramanga,mobile,referido,nuevo,46.0,16,10,0,44.0,22.49,2.5,1,0,71787,0
NR101249,Cali,desktop,organico,recurrente,29.0,43,7,0,56.0,15.25,1.6,0,1,129387,0
NR101250,Barranquilla,mobile,paid_search,nuevo,26.0,28,13,0,52.8,21.04,3.6,1,0,61091,141714
NR101251,Medellín,mobile,paid_search,nuevo,35.0,4,10,0,56.7,69.32,4.2,0,1,154094,32737
NR101252,Bogotá,desktop,social_ads,nuevo,32.0,49,9,4,88.3,38.3,4.8,0,0,122342,746385
NR101253,Bogotá,desktop,email,premium,40.0,35,17,5,98.8,41.03,4.0,0,0,141261,910917
NR101254,Cali,desktop,paid_search,recurrente,30.0,17,7,0,28.8,78.68,4.3,0,1,25000,45622
NR101255,Medellín,mobile,social_ads,recurrente,49.0,25,7,3,48.5,59.46,4.6,0,0,202581,714566
NR101256,Bogotá,desktop,social_ads,recurrente,22.0,8,7,1,76.9,29.62,4.1,0,0,154616,252659
NR101257,Medellín,mobile,organico,recurrente,45.0,14,7,2,62.0,13.09,3.5,0,0,168237,475643
NR101258,Bogotá,mobile,email,recurrente,27.0,7,18,2,75.8,13.96,3.4,0,1,159355,416251
NR101259,Cali,mobile,social_ads,recurrente,18.0,22,6,3,70.4,17.06,4.0,0,0,148140,565728
NR101260,Bogotá,mobile,referido,nuevo,36.0,59,11,0,85.4,11.72,3.8,0,1,122005,80172
NR101261,Barranquilla,mobile,paid_search,recurrente,32.0,11,9,1,66.6,39.02,2.9,0,0,121262,300878
NR101262,Bogotá,tablet,organico,recurrente,,13,11,1,44.1,7.11,3.0,0,0,139907,169116
NR101263,Medellín,mobile,paid_search,recurrente,19.0,14,7,1,58.6,58.49,3.5,0,0,157893,110346
NR101264,Bogotá,desktop,organico,nuevo,34.0,11,6,0,35.6,9.44,2.7,1,0,143414,45999
NR101265,Bogotá,mobile,referido,nuevo,43.0,21,7,3,79.9,22.38,3.1,0,0,126064,590770
NR101266,Medellín,mobile,organico,recurrente,39.0,29,10,0,57.8,9.36,1.7,0,0,160470,148650
NR101267,Medellín,mobile,email,recurrente,35.0,9,15,4,110.6,13.68,2.8,0,1,163165,864761
NR101268,Cali,tablet,social_ads,premium,38.0,14,7,4,42.3,75.81,4.8,1,0,127514,607195
NR101269,Bogotá,desktop,paid_search,nuevo,34.0,23,5,0,51.4,34.02,4.1,1,0,90704,103184
NR101270,Cali,tablet,organico,recurrente,21.0,7,6,2,59.1,70.14,3.4,1,0,146270,1434164
NR101271,,tablet,social_ads,recurrente,21.0,5,4,1,33.0,89.71,4.0,0,0,84769,97540
NR101272,Barranquilla,mobile,social_ads,premium,32.0,9,12,3,91.5,38.63,2.2,1,0,165850,659368
NR101273,Bogotá,mobile,paid_search,recurrente,33.0,24,13,2,80.4,25.91,3.8,0,0,92339,315063
NR101274,Medellín,desktop,referido,recurrente,42.0,7,9,0,60.9,7.51,2.0,0,0,115897,89130
NR101275,Bogotá,mobile,paid_search,recurrente,41.0,10,4,0,24.7,31.51,2.5,0,0,25000,59193
NR101276,Bogotá,mobile,paid_search,recurrente,39.0,14,3,0,46.5,25.21,3.8,1,0,107290,55484
NR101277,Bucaramanga,mobile,social_ads,premium,31.0,16,14,2,49.7,93.85,4.6,0,0,149718,420190
NR101278,Bogotá,mobile,organico,nuevo,22.0,13,6,0,48.4,8.03,1.6,0,0,85288,158369
NR101279,Medellín,mobile,referido,nuevo,38.0,15,9,1,67.4,56.5,1.9,0,0,48803,283646
NR101280,Cali,mobile,paid_search,premium,39.0,4,11,0,105.5,52.3,3.1,1,0,116956,128564
NR101281,Cali,mobile,organico,recurrente,18.0,9,12,1,71.7,2.08,1.8,0,0,104025,299367
NR101282,Medellín,mobile,paid_search,recurrente,26.0,25,11,2,115.4,60.91,3.1,0,0,144789,507101
NR101283,Bogotá,mobile,social_ads,recurrente,28.0,8,7,0,80.5,43.16,3.9,0,0,130093,193177
NR101284,Medellín,mobile,paid_search,nuevo,35.0,16,12,2,80.8,90.33,2.1,0,0,74436,406545
NR101285,Medellín,desktop,social_ads,recurrente,27.0,15,6,3,70.6,42.04,5.0,0,0,167625,701490
NR101286,Bogotá,mobile,organico,recurrente,34.0,23,11,2,56.5,7.84,3.2,1,0,204515,444457
NR101287,Medellín,mobile,paid_search,nuevo,32.0,25,7,1,48.5,79.75,3.6,0,1,81207,127300
NR101288,Bogotá,desktop,email,nuevo,33.0,30,4,1,57.0,15.6,2.4,1,0,176184,223037
NR101289,Bogotá,mobile,organico,premium,28.0,36,11,2,73.3,,4.8,0,0,163275,458688
NR101290,Medellín,mobile,email,nuevo,28.0,7,2,2,71.0,37.65,3.6,0,1,121740,433338
NR101291,Bogotá,desktop,organico,premium,24.0,2,10,4,103.6,2.89,4.4,0,0,252155,1204385
NR101292,Cali,mobile,email,nuevo,37.0,11,11,2,86.8,20.26,3.8,0,1,136710,377715
NR101293,Cali,desktop,paid_search,recurrente,39.0,6,7,0,70.6,1.54,2.1,0,0,103786,54035
NR101294,Barranquilla,desktop,social_ads,premium,27.0,7,11,2,89.7,115.32,4.3,1,0,204191,543430
NR101295,Bogotá,mobile,organico,recurrente,48.0,20,4,1,53.5,8.46,3.9,0,0,154367,302191
NR101296,Bogotá,mobile,organico,recurrente,31.0,29,7,1,46.4,5.36,2.0,1,0,126335,167337
NR101297,Bogotá,mobile,organico,recurrente,48.0,17,7,3,115.3,14.56,3.3,0,1,102235,527346
NR101298,Cali,mobile,organico,nuevo,28.0,9,5,0,64.7,10.3,2.9,0,0,91989,144018
NR101299,Cali,mobile,paid_search,nuevo,18.0,17,7,2,76.6,27.13,3.5,0,1,120935,241485
NR101300,Bogotá,mobile,paid_search,premium,38.0,24,10,2,61.3,95.76,4.6,0,0,156653,507747
NR101301,Bucaramanga,mobile,social_ads,recurrente,36.0,4,12,4,150.0,68.63,4.4,0,0,114785,583304
NR101302,Bogotá,mobile,email,recurrente,34.0,11,12,2,69.3,39.21,3.4,1,0,110540,249635
NR101303,Medellín,mobile,social_ads,nuevo,28.0,12,5,1,57.6,41.25,4.1,0,0,136428,260220
NR101304,Cali,mobile,social_ads,nuevo,34.0,13,5,1,58.5,68.63,2.1,1,1,71294,201692
NR101305,Barranquilla,Mobile,paid_search,nuevo,29.0,7,4,0,17.8,158.75,,1,0,157516,31908
NR101306,Cali,desktop,paid_search,recurrente,,18,5,1,66.6,132.1,1.6,0,1,123988,132172
NR101307,Barranquilla,mobile,paid_search,recurrente,42.0,19,10,1,80.3,81.95,2.9,0,0,85355,194126
NR101308,Medellín,mobile,email,recurrente,36.0,7,8,0,36.9,8.68,3.6,1,0,104552,104896
NR101309,Barranquilla,tablet,organico,premium,39.0,34,6,1,76.2,12.17,4.4,0,0,98805,212975
NR101310,Bogotá,mobile,organico,nuevo,32.0,5,7,0,36.0,17.32,3.4,1,0,149036,34913
NR101311,Bucaramanga,mobile,social_ads,nuevo,31.0,8,6,1,53.0,89.81,4.7,0,1,98968,62276
NR101312,Medellín,mobile,organico,nuevo,24.0,5,4,0,30.6,10.09,,0,0,117067,22945
NR101313,Barranquilla,desktop,email,recurrente,31.0,4,12,3,104.7,35.14,2.1,1,0,122455,478443
NR101314,Medellín,mobile,email,nuevo,18.0,15,12,2,96.3,9.73,1.5,0,1,82012,303410
NR101315,Cali,mobile,organico,premium,29.0,8,15,4,82.1,10.57,3.3,0,1,141218,740748
NR101316,Medellín,mobile,organico,nuevo,33.0,26,8,1,53.4,2.61,2.5,1,1,44321,75659
NR101317,Cali,desktop,paid_search,premium,39.0,7,11,3,75.4,102.51,4.1,0,0,251441,932621
NR101318,Bogotá,mobile,social_ads,recurrente,32.0,8,10,2,93.2,80.01,3.0,1,0,75232,411079
NR101319,Bogotá,mobile,organico,premium,37.0,23,16,2,82.5,14.05,3.1,0,0,144930,382880
NR101320,Bogotá,desktop,social_ads,recurrente,18.0,6,9,2,73.0,61.05,2.9,1,1,123172,364389
NR101321,Bogotá,mobile,social_ads,premium,33.0,10,9,4,82.6,109.56,3.9,0,0,191733,889848
NR101322,Barranquilla,desktop,paid_search,nuevo,19.0,33,8,1,59.4,50.09,2.6,1,0,94413,132358
NR101323,Bogotá,mobile,organico,recurrente,23.0,1,7,0,95.3,7.44,3.2,1,0,151805,151921
NR101324,Bucaramanga,desktop,email,premium,32.0,4,11,4,79.3,37.67,5.0,1,0,233219,1046636
NR101325,Medellín,mobile,organico,nuevo,45.0,37,3,1,45.6,3.4,2.8,1,1,119571,131331
NR101326,Bogotá,desktop,email,nuevo,37.0,19,7,0,65.4,27.21,3.3,0,0,73854,79984
NR101327,Barranquilla,tablet,paid_search,recurrente,34.0,17,8,2,63.3,46.55,5.0,1,0,160940,404116
NR101328,Cali,mobile,social_ads,premium,34.0,4,9,3,68.9,53.65,4.3,1,0,226833,891722
NR101329,Medellín,mobile,email,recurrente,28.0,15,16,0,93.7,32.63,4.1,0,1,137447,0
NR101330,Medellín,mobile,email,recurrente,29.0,7,8,2,89.8,17.37,3.0,1,0,147737,383061
NR101331,Cali,mobile,paid_search,nuevo,38.0,26,11,2,110.9,190.8,4.4,0,0,76683,308684
NR101332,Bogotá,mobile,organico,nuevo,22.0,27,10,2,74.6,12.39,2.8,1,0,149145,378151
NR101333,Bucaramanga,mobile,email,premium,39.0,9,11,2,65.3,23.82,4.5,1,0,103980,378339
NR101334,Bucaramanga,mobile,paid_search,nuevo,31.0,20,7,3,58.3,146.29,4.5,1,0,70737,337930
NR101335,Cali,mobile,organico,recurrente,41.0,18,3,1,81.5,10.57,4.6,0,0,141318,237492
NR101336,Bogotá,mobile,referido,premium,43.0,13,7,1,70.6,9.1,3.9,0,0,234833,342776
NR101337,Cali,mobile,organico,nuevo,19.0,7,9,3,63.8,11.17,3.3,1,0,69932,325395
NR101338,Bogotá,mobile,organico,recurrente,29.0,10,8,2,57.7,4.36,2.3,0,0,115400,252388
NR101339,Bogotá,mobile,organico,nuevo,26.0,25,6,0,29.8,6.26,3.1,0,0,99604,91739
NR101340,Bogotá,mobile,social_ads,recurrente,18.0,34,11,2,80.5,,4.1,1,0,176394,419254
NR101341,Medellín,mobile,social_ads,nuevo,25.0,11,8,3,89.2,14.15,4.2,1,0,93907,435144
NR101342,Barranquilla,mobile,paid_search,recurrente,56.0,36,10,0,101.0,64.03,3.2,1,1,97187,146182
NR101343,Cali,mobile,paid_search,nuevo,39.0,19,12,0,97.3,40.84,3.5,0,1,139433,82615
NR101344,Barranquilla,mobile,paid_search,recurrente,51.0,13,11,1,77.0,74.36,4.7,0,0,59396,143435
NR101345,Medellín,desktop,social_ads,recurrente,41.0,12,10,1,57.8,15.54,3.9,0,0,100516,159428
NR101346,Medellín,mobile,organico,nuevo,,7,5,1,67.1,9.17,3.1,0,0,25000,10496
NR101347,Medellín,desktop,referido,recurrente,31.0,21,6,0,15.3,10.89,3.2,0,0,35104,150681
NR101348,Bucaramanga,desktop,organico,nuevo,39.0,40,0,0,17.7,8.66,3.8,0,1,72307,31776
NR101349,Bogotá,desktop,referido,recurrente,38.0,13,12,2,99.4,7.3,3.9,1,0,59457,300064
NR101350,Barranquilla,tablet,organico,nuevo,29.0,6,6,1,79.5,11.3,5.0,0,0,55863,120698
NR101351,Cali,mobile,email,recurrente,20.0,23,8,5,119.4,25.32,5.0,1,0,40122,376702
NR101352,Medellín,mobile,organico,nuevo,64.0,10,6,0,51.7,9.83,2.3,0,0,95215,46994
NR101353,Cali,desktop,organico,recurrente,33.0,7,5,1,85.5,5.23,2.8,0,1,139531,326382
NR101354,Medellín,mobile,email,nuevo,31.0,4,11,2,73.8,10.67,4.5,1,1,104200,188100
NR101355,Barranquilla,mobile,email,recurrente,35.0,20,8,1,56.4,36.64,2.7,1,1,139823,119365
NR101356,Bucaramanga,desktop,paid_search,nuevo,32.0,30,8,0,67.4,20.11,3.3,0,0,52530,0
NR101357,Medellín,tablet ,social_ads,premium,35.0,5,16,2,123.3,113.49,5.0,0,0,261635,761340
NR101358,Bogotá,tablet,social_ads,premium,46.0,11,5,1,77.7,129.98,4.1,0,0,172660,232539
NR101359,Cali,tablet,email,nuevo,33.0,12,10,1,95.7,19.46,4.2,0,0,59621,232171
NR101360,Bucaramanga,desktop,paid_search,recurrente,24.0,8,9,0,75.4,89.79,3.4,0,0,102229,110938
NR101361,Bogotá,mobile,social_ads,nuevo,33.0,35,7,0,78.5,48.81,3.1,1,0,125560,196122
NR101362,Cali,desktop,paid_search,recurrente,30.0,4,9,3,82.4,56.5,2.0,1,1,144264,597970
NR101363,,mobile,paid_search,recurrente,47.0,19,8,3,85.5,72.7,3.8,1,0,161729,639147
NR101364,Cali,mobile,email,recurrente,45.0,22,7,4,142.7,55.27,,0,0,118836,722930
NR101365,Bogotá,desktop,organico,recurrente,35.0,8,5,0,70.3,4.93,4.3,1,1,129248,9089
NR101366,Cali,mobile,organico,nuevo,,6,3,1,51.0,14.09,1.2,0,1,108650,0
NR101367,Bucaramanga,mobile,social_ads,nuevo,23.0,9,5,0,68.7,59.12,2.8,0,0,125709,487748
